location_id,Location,city_id
204,"Vandalur, Chennai",1
205,"Jagannatha Nagar, Arumbakkam,Chennai",1
206," South kolathur, Kovilambakkam,Chennai",1
207,"Azhakapuri Nagar, Ramapuram,Chennai",1
208,"Ponmar, Chennai",1
209,"Sakthi Avenue, Gerugambakkam,Chennai",1
210,"Kanappasamy Nagar, Puzhal,Chennai",1
211,"Abiramapuram, Chennai",1
212,"Choolai, Chennai",1
213,"Oragadam Sriperambattur, Chennai",1
214,"Kottavakkam, Chennai",1
215,"korathur,Venkataraman Nagar, Korattur,Chennai",1
216,"Kilapakkam, Chennai",1
217,"Madurantakam, Chennai",1
218,"Nagappa Nagar, Chromepet,Chennai",1
219,"vinyagapur,Viraraghavapuram, Avadi,Chennai",1
220,"anotny,Patel Nagar, West Tambaram,Chennai",1
221,"Karayanchavadi, Chennai",1
222,"Ennore, Chennai",1
223,"Perumalpet, Purasawalkam,Chennai",1
224,"Raman Nagar, Perambur,Chennai",1
225,"Kelambakkam, Chennai",1
226,"Star Grandeur,Parthasarathy Puram, T Nagar,Chennai",1
227,"Anna Nagar, Chengalpattu,Chennai",1
228,"Kandasamy Nagar, Palavakkam,Chennai",1
229,"Kumizhi, Nallambakkam,Chennai",1
230,"BT Nagar, Gerugambakkam,Chennai",1
231,"NRI Center City, Chennai",1
232,"ONGC Housing, Anna Nagar West Extension,Chennai",1
233,"Thirumullaivoyal, Chennai",1
234,"Esther Paradise,Nallur, Chennai",1
235,"TMP Nagar, Padi,Chennai",1
236,"Sevvapet, Chennai",1
237,"Ponneri, Chennai",1
238,"Kovur, Chennai",1
239,"Ayapakkam, Chennai",1
240,"Mahindra Lifespaces Happinest,Paranur, Chennai",1
241,"Alagasanagar, Chennai",1
242,"Andal Nagar, Adambakkam,Chennai",1
243,"Thandurai, Nemilicheri,Chennai",1
244,"Mogappair, Chennai",1
245,"Saradapuram, Mylapore,Chennai",1
246,"Kadambathur, Chennai",1
247,"Prem Nagar, Pozhichalur,Chennai",1
248," Palace Gardens,Gandhi Nagar, Oragadam Ambattur,Chennai",1
249,"Besant Nagar, Chennai",1
250,"Chengalpattu, Chennai",1
251,"Ramakrishna Nagar, Raja Annamalai Puram,Chennai",1
252,"Semmancheri, Chennai",1
253,"Ranganathan Garden, Anna Nagar,Chennai",1
254,"Water Front Villas ,Kovalam, Chennai",1
255,"Tiruvottiyur, Chennai",1
256,"Mogappair West, Ambattur Industrial Estate,Chennai",1
257,"KK Nagar, Chennai",1
258,"Karukku, Korattur,Chennai",1
259,"Kathiravan Colony, Anna Nagar,Chennai",1
260,"nolambur,Nolambur, Ambattur Industrial Estate,Chennai",1
261,"VGP Layout, Palavakkam,Chennai",1
262,"Rajiv Nagar, Perungudi,Chennai",1
263,"Malangananda Puram, Pallavaram,Chennai",1
264,"west hills,Suriyammapet, Saidapet,Chennai",1
265,"Vetri Nagar, Perambur,Chennai",1
266,"Uthandi tollgate,Kanathur, Uthandi,Chennai",1
267,"Kosapet, Purasawalkam,Chennai",1
268,"Sriram Nagar, Ramapuram,Chennai",1
269,"O Block, Annanagar East,Chennai",1
270,"sivalingapuram korattur,Ambattur, Chennai",1
271,"Alex Nagar Colony, Madhavaram,Chennai",1
272,"Kalyanapuram, Ambattur,Chennai",1
273,"Panaiyur, Chennai",1
274,"Mel Ayanambakkam, Kil Ayanambakkam,Chennai",1
275,"Apparao Colony, Tambaram Sanatoruim,Chennai",1
276,"Amman Koil South, George Town,Chennai",1
277,"Paramesh Nagar, Adambakkam,Chennai",1
278,"Subasree Nagar Extension, Mugalivakkam,Chennai",1
279,"Thousand Lights West, Thousand Lights,Chennai",1
280,"Binny Garden, Jamalia,Chennai",1
281,"Anandam Nagar, Ramapuram,Chennai",1
282,"Nanmangalam, Chennai",1
283,"Periyar Nagar, Chromepet,Chennai",1
284,"Injambakkam, Chennai",1
285,"Ramji Nagar, Madhanandapuram,Chennai",1
286,"Perungalathur, Chennai",1
287,"Thiruvalluvar Nagar, Thiruvanmiyur,Chennai",1
288,"Sukhi Apartments Rhenius Street,Richmond Town, Bangalore",2
289,"Kanka Nagar, Kumaraswamy Layout,Bangalore",2
290,"KSRTC Colony, Shanti Nagar,Bangalore",2
291,"Gollarapalya, Bangalore",2
292,"Naganathapura, Rayasandra,Bangalore",2
293,"Sonnenahalli Colony, Krishnarajapura,Bangalore",2
294,"Hebbal Kempapura, Bangalore",2
295,"Prakruthi Nagar, Kogilu,Bangalore",2
296,"Koramangala, Bangalore",2
297,"Kodalagurki, Bangalore",2
298,"Nallurhalli, Whitefield,Bangalore",2
299,"Dodda Banaswadi, Bangalore",2
300,"Biotech Park, Chandapura,Bangalore",2
301,"Islampur, Vimanapura,Bangalore",2
302,"Phase 2, Tejaswini Nagar,Bangalore",2
303,"Doddanekundi, Kartik Nagar,Bangalore",2
304,"Yesvantpur Industrial Suburb, Yeshwanthpur,Bangalore",2
305,"Green Woods Layout, Varanasi,Bangalore",2
306,"Shree Ranga Priya Residency ,Pattabhirama Nagar, Jayanagar,Bangalore",2
307,"Sunrise Layout ,Jigani, Bangalore",2
308,"Chikkasanne, Bangalore",2
309,"AUM Residency,Doddakallasandra, Konanakunte,Bangalore",2
310,"BEML Cooperative Society Layout, Byalahalli,Bangalore",2
311,"6th Phase, JP Nagar,Bangalore",2
312,"startan heights,Richmond Town, Bangalore",2
313,"5th Stage, RR Nagar,Bangalore",2
314,"Tirumala Windsor,Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",2
315,"Abshot Layout, Vasanth Nagar,Bangalore",2
316,"Swami Corner Apartments ,Lakkasandra Extension, Wilson Garden,Bangalore",2
317,"Builders apartment kora,Koramangala, Bangalore",2
318,"Sree Narayana Nagar, Kada Agrahara,Bangalore",2
319,"Amalodbhavi Nagar, Panduranga Nagar,Bangalore",2
320,"Raghuvanahalli, Bangalore City Municipal Corporation Layout,Bangalore",2
321,"Happy Valley Layout, Subramanyapura,Bangalore",2
322,"Kalkere,Jinke Thimmanahalli, NRI Layout,Bangalore",2
323,"Anekal, Bangalore",2
324,"K C Krishna Reddy Layout, Margondanahalli,Bangalore",2
325,"3rd Phase, Basaveshwara Nagar,Bangalore",2
326,"Stage 4, Bommanahalli,Bangalore",2
327,"BEL, Vidyaranyapura,Bangalore",2
328,"Golden Parvi Apartment Nagarabhavi ,Sanjay Nagar, Marathahalli,Bangalore",2
329,"Thomas Town, Cooke Town,Bangalore",2
330,"Adityanagar, Vidyaranyapura,Bangalore",2
331,"Ranganatha Nilaya ,Stage 2, Vijayanagar,Bangalore",2
332,"Channasandra RR NAGAR BDA LAYOUT,BEML Layout, RR Nagar,Bangalore",2
333,"Malleshpalya, Kaggadasapura,Bangalore",2
334,"Origin Harmony Grooves,Sonnenahalli Colony, Krishnarajapura,Bangalore",2
335,"Rahmath Nagar, R. T. Nagar,Bangalore",2
336,"HRBR Layout, Kalyan Nagar,Bangalore",2
337,"8th Phase, JP Nagar,Bangalore",2
338,"7th Phase, JP Nagar,Bangalore",2
339,"Prakash Nagar, Rajajinagar,Bangalore",2
340,"Badamanavarthekaval, Bangalore",2
341,"Sumeru Apartments,Stage 1, BTM Layout,Bangalore",2
342,"Ramanjaneyanagar, Chikkalasandra,Bangalore",2
343,"Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",2
344,"Chamundi Nagar, Hebbal,Bangalore",2
345,"Postal Colony, Sanjaynagar,Bangalore",2
346,"Mariappanapalya, Rajajinagar,Bangalore",2
347,"Railway Layout, Jnana Ganga Nagar,Bangalore",2
348,"Thottadagudahalli,Thotada Guddadhalli Village, Bangalore",2
349,"Bande Mutt, Kengeri Satellite Town,Bangalore",2
350,"Srinivasa Nagar, Banashankari,Bangalore",2
351,"Ullal Uppanagar, Bangalore",2
352,"Basavanagudi, Bangalore",2
353,"Veeranjinappa Layout, Abbigere,Bangalore",2
354,"Chandra Layout, Attiguppe,Bangalore",2
355,"Oil Mill Road ,Kacharakanahalli, Bangalore",2
356,"Cleveland Town, Frazer Town,Bangalore",2
357,"Eastwood Township, Harlur,Bangalore",2
358,"Udayanagar Extension, Mahadevapura,Bangalore",2
359,"Saraswathi Nagar, Vijayanagar,Bangalore",2
360,"Manpho Greens layout,BEML Layout, Bagalur,Bangalore",2
361,"Purva Palm Beach,Kyalasanahalli, Bangalore",2
362,"Mathikere Extension, Mathikere,Bangalore",2
363,"Jinke Thimmanahalli, NRI Layout,Bangalore",2
364,"Bilappa Garden, Ganganagar,Bangalore",2
365,"koramanlaga,Koramangala, Bangalore",2
366,"Banashankari Stage II, Banashankari,Bangalore",2
367,"Maruthi Nagar, Yelahanka,Bangalore",2
368,"Chikkabettahalli, Bangalore",2
369,"Devanahalli, Bangalore",2
370,"Sai Golden Nest,Terracon Doctors Enclave, Chandapura,Bangalore",2
371,"Anjanadri Layout, Konanakunte,Bangalore",2
372,"Kaggalipura, Bangalore",2
373,"9th Phase, JP Nagar,Bangalore",2
374,"Horamavu Agara, Horamavu,Bangalore",2
375,"Lazar Layout, Cooke Town,Bangalore",2
376,"Mariyappanapalya, Gnana Bharathi,Bangalore",2
377,"Binny Pete, Jagajeevanram Nagar,Bangalore",2
378,"Coconut Grove Layout, Horamavu,Bangalore",2
379,"Matsya Residency ,Banashankari 3rd Stage, Banashankari,Bangalore",2
380,"Prakashnagar,Prakash Nagar, Rajajinagar,Bangalore",2
381,"Phase 1, Yeshwanthpur,Bangalore",2
382,"Sector 1, HSR Layout,Bangalore",2
383,"Veer Sandra, Electronic City,Bangalore",2
384,"Terrace garden ,Chamrajpet, Bangalore",2
385,"Hoysalanagar, Horamavu,Bangalore",2
386,"Sundar Ram Shetty Nagar, Bilekahalli,Bangalore",2
387,"Saravana Tranquil Heights ,Chikkabettahalli, Bangalore",2
388,"Ambedkar Colony, Yelahanka,Bangalore",2
389,"Cambridge Layout, Jogupalya,Bangalore",2
390,"Vestmint orchid ,RR Nagar, Bangalore",2
391,"Prakashnagar ,Prakash Nagar, Rajajinagar,Bangalore",2
392,"Balagere, Bangalore",2
393,"Vadarpalya, Hennur,Bangalore",2
394,"HMT Estate, Jalahalli,Bangalore",2
395,"Kuvempu Layout, Visthar,Bangalore",2
396,"Dodsworth Layout, Whitefield,Bangalore",2
397,"Muddanahalli, Bangalore",2
398,"Duravani Nagar, Krishnarajapura,Bangalore",2
399,"Malleswaram, Bangalore",2
400,"Devin Paradise Enclave, Tirumanahalli,Bangalore",2
401,"Hampapura, Bangalore",2
402,"Singapore Gardens And Green Fields, Subramanyapura,Bangalore",2
403,"Judicial Layout, Bangalore",2
404,"Kothanur, Bangalore",2
405,"Lingadheeranahalli, Bangalore",2
406,"Volagerekallahalli, Bangalore",2
407,"Mattanahalli, Bangalore",2
408,"Hulimavu, Bangalore",2
409,"Nagavarapalya, C V Raman Nagar,Bangalore",2
410,"Shabhari Nagar, Sahakara Nagar,Bangalore",2
411,"Eshwara Nagar, Banashankari,Bangalore",2
412,"Gopalapura, Binnipete,Bangalore",2
413,"Manjunatha Nagar, Bagalakunte,Bangalore",2
414,"Kadubeesanahalli, Bangalore",2
415,"Monishpark Apartment ,Kamala Nagar, Bangalore",2
416,"Siddaramana Dinne, Rajajinagar,Bangalore",2
417,"Amrutahalli, Bangalore",2
418,"Terracon Doctors Enclave, Chandapura,Bangalore",2
419,"Keerthi Signature,KIADB Export Promotion Industrial Area, Krishnarajapura,Bangalore",2
420,"Manayata Tech Park, Thanisandra,Bangalore",2
421,"Monishpark apt ,Kamala Nagar, Bangalore",2
422,"Konadasapura, Bangalore",2
423,"Battarahalli, Bangalore",2
424,"Kaveri Nagar, Krishnarajapura,Bangalore",2
425,"Saptagiri Layout, Hosakerehalli,Bangalore",2
426,"Rachenahalli, Jakkur,Bangalore",2
427,"Devasthanagalu, Varthur,Bangalore",2
428,"Sahakara Nagar, Bangalore",2
429,"Narayanapura, Bangalore",2
430,"psr nandanam,Devanahalli, Bangalore",2
431,"Jakkuru Village, Jakkur,Bangalore",2
432,"Sarjapur, Bangalore",2
433,"Akshayanagara East, Akshayanagar,Bangalore",2
434,"ATLANTIS LIBERTY SQUARE ,Raghuvanahalli, Bangalore City Municipal Corporation Layout,Bangalore",2
435,"Bellandur, Bangalore",2
436,"Choodasandra, Bangalore",2
437,"Chinnayanpalya, Wilson Garden,Bangalore",2
438,"Akshaya Vana, Akshayanagar,Bangalore",2
439,"Devarachikkana Halli, Bangalore",2
440,"Thippasandra, Bangalore",2
441,"Attibele, Bangalore",2
442,"Aster park,Self Financed Society 208 Colony, Yelahanka New Town,Bangalore",2
443,"Punappa Layout, HBR Layout,Bangalore",2
444,"Srinivasa Nagar, Bangalore",2
445,"Chitrkoot annex,Malleswaram, Bangalore",2
446,"Bhartiya city nikoo homes 2,Rachenahalli, Thanisandra,Bangalore",2
447,"Gaundanapalya, Uttarahalli Hobli,Bangalore",2
448,"Electronics City Phase 1, Electronic City,Bangalore",2
449,"Nagashetty Halli, RMV Extension Stage 2,Bangalore",2
450,"Vittasandra, Bangalore",2
451,"JS Nagar, Maruthi Nagar,Bangalore",2
452,"PRINCE TOWN  ,Shetty Halli, Jalahalli West,Bangalore",2
453,"P&T Layout, Thanisandra,Bangalore",2
454,"Pavan brindavan layout ,Kuthaganahalli, Bangalore",2
455,"Chikkalasandra, Bangalore",2
456,"Chandapura,Dommasandra, Bangalore",2
457,"Nehru Nagar, Bangalore",2
458,"Bommanahalli, Bangalore",2
459,"RR Nagar, Bangalore",2
460,"Bhoganhalli, Bangalore",2
461,"34 6TH MAIN ROAD ,Bhoomi Reddy Colony, New Thippasandra,Bangalore",2
462,"Vignana Kendra, Bangalore",2
463,"Jayanagar, Bangalore",2
464,"Tavarekere, S.G. Palya,Bangalore",2
465,"Mahadevapura, Bangalore",2
466,"Chinnapa Garden, Benson Town,Bangalore",2
467,"Agrahara Dasarahalli, Rajajinagar,Bangalore",2
468,"Stage 2, BTM Layout,Bangalore",2
469,"Esther Enclave Layout, Kalkere,Bangalore",2
470,"Agrahara Layout, Bangalore",2
471,"Lakshmi krishna Enclave,7th Phase, JP Nagar,Bangalore",2
472,"Bhoopasandra, RMV Extension Stage 2,Bangalore",2
473,"Kanakashree Layout,Green Woods Layout, Varanasi,Bangalore",2
474,"Nagasandra, Bangalore",2
475,"C V Raman Nagar, Bangalore",2
476,"Ittamadu, Banashankari,Bangalore",2
477,"Jigani, Bangalore",2
478,"Hosahalli Extension, Vijayanagar,Bangalore",2
479,"Margondanahalli, Bangalore",2
480,"Abhee Prakruthi Villa ,Veer Sandra, Electronic City,Bangalore",2
481,"Singasandra, Bangalore",2
482,"Kartik Nagar, Bangalore",2
483,"Stage 1, Kumaraswamy Layout,Bangalore",2
484,"Bommasandra Industrial Area, Bommasandra,Bangalore",2
485,"Mico Layout, Hongasandra,Bangalore",2
486,"Mohammed Sab Palya, Vidyaranyapura,Bangalore",2
487,"Padmanabhanagar, Bangalore",2
488,"Salarpuria Sattva East Crest,Konadasapura, Bangalore",2
489,"Ramsons,Lakshmamma Layout, Jogupalya,Bangalore",2
490,"KPC Layout, Bangalore",2
491,"Suryanagar, Bommasandra,Bangalore",2
492,"Haragadde, Bangalore",2
493,"Ganapathipura, Konanakunte,Bangalore",2
494,"Salarpuria sattva Luxuria,Malleswaram, Bangalore",2
495,"Rayasandra, Bangalore",2
496,"East Of NGEF Layout, Kasturi Nagar,Bangalore",2
497,"Jinke Thimmanahalli, Varanasi,Bangalore",2
498,"Hemmigepura, Bangalore",2
499,"Kithaganur Colony, Bangalore",2
500,"Kalbalu, Bangalore",2
501,"Sidedahalli, Bangalore",2
502,"Bommanahall,Garebhavipalya, GB Palya,Bangalore",2
503,"Hermit Colony, Sivanchetti Gardens,Bangalore",2
504,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore",2
505,"Ramasandra, Bangalore",2
506,"On krupa,Mohammed Sab Palya, Vidyaranyapura,Bangalore",2
507,"Sanjay Nagar, Marathahalli,Bangalore",2
508,"Peenya Industrial Area Phase IV, Peenya,Bangalore",2
509,"Vijaya Bank Layout, Bilekahalli,Bangalore",2
510,"Anubhav Nagar, Vijayanagar,Bangalore",2
511,"Ardendale, Kannamangala,Bangalore",2
512,"Brindavan Layout, Battarahalli,Bangalore",2
513,"Rampura, Bangalore",2
514,"Anandapura, Battarahalli,Bangalore",2
515,"Kumudam,Kasavanahalli, Bangalore",2
516,"Hongasandra, Bangalore",2
517,"Papareddipalya, Annapurneshwari Nagar,Bangalore",2
518,"Vaishnavi Pride,NR Colony, Basavanagudi,Bangalore",2
519,"Sai Gupta ,Jayanagar, Bangalore",2
520,"Kanaka Nagar, Hebbal,Bangalore",2
